"CALL","QSO_DATE","TIME_ON","TIME_OFF","BAND","MODE","RST_SENT","RST_RCVD","QSL_SENT","QSL_SENT_VIA","APP_EQSL_AG","GRIDSQUARE","STATION_CALLSIGN","FREQ","CONTEST_ID","FREQ_RX","OPERATOR","CQZ","STX","APP_N1MM_POINTS","APP_N1MM_RADIO_NR","APP_N1MM_CONTINENT","APP_N1MM_RUN1RUN2","APP_N1MM_RADIOINTERFACED","APP_N1MM_ISORIGINAL","APP_N1MM_NETBIOSNAME","APP_N1MM_ISRUNQSO","APP_N1MM_ID","APP_N1MM_CLAIMEDQSO","SWL","QSLMSG_INTL","QSLMSG","TX_PWR"
"DL1ARS","20090821","1614",,"20M","PSK","599","","Y","E","Y","JN48JH",,,,,,,,,,,,,,,,,,,,,
"HE8HLM","20090821","1622",,"20M","SSB","59","","Y","E","Y","jn36kw",,,,,,,,,,,,,,,,,,,,,
"HB9HLM","20090821","1622",,"20M","SSB","59","","Y","E","Y","JN36KW",,,,,,,,,,,,,,,,,,,,,
"SP3SLO","20090828","1528",,"20M","PSK","599","","Y","E","Y","JO92DF",,,,,,,,,,,,,,,,,,,,,
"US0MM","20090902","1517",,"20M","PSK","599","","Y","E","Y","KN98PO",,,,,,,,,,,,,,,,,,,,,
"SM5LNS","20090902","1521",,"20M","PSK","599","","Y","E","Y","JO79ST",,,,,,,,,,,,,,,,,,,,,
"SM5LNS","20090902","1522",,"20M","PSK","","","Y","E","Y","JO79ST",,,,,,,,,,,,,,,,,,,,,
"HA2EOA","20090902","1531",,"20M","PSK","599","","Y","E","Y","JN87rh",,,,,,,,,,,,,,,,,,,,,
"EG5WSP","20090902","2041",,"20M","RTTY","599","","Y","E",,"IM98SI",,,,,,,,,,,,,,,,,,,,,
"AA6YQ","20090902","2052",,"20M","RTTY","599","","Y","E","Y","FN42",,,,,,,,,,,,,,,,,,,,,
"N4THG","20090914","2145",,"20M","PSK","599","","Y","E","Y","EM86",,,,,,,,,,,,,,,,,,,,"599",
"AO8EU","20100510","2128",,"20M","SSB","59","","Y","E","Y","IL18uk",,,,,,,,,,,,,,,,,,,,"Europe Day QSL & EANET Award http://fediea.org/eanet/","100.0000"
"9Z4CT","20100510","2132",,"20M","SSB","59","","Y","E","Y","FK90hk",,,,,,,,,,,,,,,,,,,,,
"9Z4CT","20100510","2135",,"20M","SSB","59","","Y","E","Y","FK90hk",,,,,,,,,,,,,,,,,,,,,
"EA8UP","20100514","1740",,"17M","SSB","55","","Y","E",,"IL18CQ",,,,,,,,,,,,,,,,,,,,"Tnx from LA PALMA island",
"AO8EU","20100514","1740",,"17M","SSB","55","","Y","E","Y","IL18uk",,,,,,,,,,,,,,,,,,,,"Europe Day QSL & EANET Award http://fediea.org/eanet/","100.0000"
"OL80OK","20100526","2044",,"20M","SSB","59","","Y","E","Y","JO70fc",,,,,,,,,,,,,,,,,,,,,
"HA6ZB","20100609","1112",,"10M","PSK","599","","Y","E","Y","kn07bv",,,,,,,,,,,,,,,,,,,,,
"OM7ASP","20100609","1122",,"10M","PSK","599","","Y","E","Y","JN98TI",,,,,,,,,,,,,,,,,,,,,
"TF3PPN","20100610","2052",,"20M","PSK","599","","Y","E","Y","hp94",,,,,,,,,,,,,,,,,,,,,
"PE1FGG","20100611","2128",,"10m","PSK","599","","Y","E","Y","JO22PR",,,,,,,,,,,,,,,,,,,,"DIT WAS PAS DX  , GROETEN REG , 73 DIRK ",
"OE6JFG","20100612","2224",,"20M","PSK","599","","Y","E","Y","JN77sn",,,,,,,,,,,,,,,,,,,,,
"N9AAA","20100612","2231",,"20M","PSK","569","","Y","E","Y","EN52mq",,,,,,,,,,,,,,,,,,,,,
"HK5NLJ/3","20100612","2238",,"20m","PSK","589","","Y","E","Y","FJ24xo",,,,,,,,,,,,,,,,,,,,"Ok Reginald, Tu fer QSO, GBU and GDX, 73, Alvaro.",
"YL2KF","20100614","1648",,"20M","PSK","599","","Y","E","Y","KO27ES",,,,,,,,,,,,,,,,,,,,,
"UN1L","20100614","1716",,"20M","PSK","599","","Y","E","Y","MO22",,,,,,,,,,,,,,,,,,,,,
"UP04EPC","20100614","1716",,"20M","PSK","599","","Y","E","Y","MO12nx",,,,,,,,,,,,,,,,,,,,,
"R300FF","20100614","1721",,"20M","PSK","599","","Y","E","Y","KO59FR",,,,,,,,,,,,,,,,,,,,,
"OM3SG","20100614","2112",,"12M","PSK","599","","Y","E","Y","JN97CX",,,,,,,,,,,,,,,,,,,,,
"OM3PR","20100614","2113",,"12M","PSK","599","","Y","E","Y","JN97BS",,,,,,,,,,,,,,,,,,,,,
"UR7EW","20100615","2051",,"20M","PSK","599","","Y","E","Y","KN78MM",,,,,,,,,,,,,,,,,,,,,
"EN1EPC","20100615","2051",,"20M","PSK","599","","Y","E","Y","KN78",,,,,,,,,,,,,,,,,,,,,
"UR7EW","20100615","2052",,"20M","PSK","599","","Y","E","Y","KN78MM",,,,,,,,,,,,,,,,,,,,,
"LU7WW","20100615","2124",,"20M","PSK","599","","Y","E","Y","fe77lf",,,,,,,,,,,,,,,,,,,,,
"LU7WW","20100615","2127",,"20M","PSK","599","","Y","E","Y","fe77lf",,,,,,,,,,,,,,,,,,,,,
"CX5UR","20100615","2133",,"20M","PSK","599 ","","Y","E","Y","GF26TS",,,,,,,,,,,,,,,,,,,,"73, thanks for the QSO",
"A61BK","20100621","1720",,"17M","RTTY","599","","Y","E","Y","LL75qg",,,,,,,,,,,,,,,,,,,,,
"A61BK","20100621","1722",,"17M","RTTY","599","","Y","E","Y","LL75qg",,,,,,,,,,,,,,,,,,,,,
"RZ1OA/1","20100621","2136",,"20M","SSB","59","","Y","E","Y","lp07qa",,,,,,,,,,,,,,,,,,,,,
"OH1TD","20100623","1743",,"20M","SSB","59","","Y","E",,"KP01VL",,,,,,,,,,,,,,,,,,,,,
"J48S","20100625","0458",,"20M","SSB","59","","Y","E","Y","KM19TE",,,,,,,,,,,,,,,,,,,,,
"J48S","20100625","1804",,"17M","SSB","59","","Y","E","Y","KM19TE",,,,,,,,,,,,,,,,,,,,,
"EA1AHY","20100625","2119",,"10M","PSK","599","","Y","E","Y","IN73xi",,,,,,,,,,,,,,,,,,,,,
"VE3NOO","20100629","2200",,"20M","PSK","599 ","","Y","E","Y","FN14sf",,,,,,,,,,,,,,,,,,,,"73, thanks for the QSO.... michael",
"CO2GL","20100629","2216",,"20M","PSK","569","","Y","E","Y","EL83TD",,,,,,,,,,,,,,,,,,,,,
"CO2GL","20100629","2220",,"20M","PSK","569","","Y","E","Y","EL83TD",,,,,,,,,,,,,,,,,,,,,
"TG9AHM","20100629","2231",,"20M","PSK","557","","Y","E","Y","EK44RO",,,,,,,,,,,,,,,,,,,,,
"TG9AHM","20100629","2232",,"20M","PSK","599","","Y","E","Y","EK44RO",,,,,,,,,,,,,,,,,,,,,
"PH9HB/AM","20100702","0511",,"20M","SSB","55","","Y","E","Y","JO22aa",,,,,,,,,,,,,,,,,,,,"Boeing 737 pos. 80 km NW Zadar/9A, bedankt en tot werkens!",
"KPA3MP","20100705","2156",,"20M","PSK","589","","Y","E","Y","FN20gq",,,,,,,,,,,,,,,,,,,,,
"K2K","20100705","2218",,"20M","SSB","59","","Y","E","Y","Fn42ir",,,"DX",,,,,,,,,,,,,,,,,,
"K9KEN","20100705","2223",,"20M","PSK","599","","Y","E","Y","EN53vj",,,,,,,,,,,,,,,,,,,,"Thanks for the QSO",
"SP0054SZ","20100705","2224",,"20m","PSK","599","","Y","E","Y","JO73jn",,,,,,,,,,,,,,,,,,,,"wkd  K9KEN best 73 & 88 yl.Barbara.",
"MM3WYM","20100706","1733",,"20M","PSK","599","","Y","E","Y","IO75OW",,,,,,,,,,,,,,,,,,,,,
"ES4MM","20100706","1751",,"20M","PSK","599","","Y","E","Y","KO39pj",,,,,,,,,,,,,,,,,,,,,
"YL3BF","20100706","1757",,"10M","PSK","559","","Y","E","Y","KO06MM",,,,,,,,,,,,,,,,,,,,,
"II2TRE","20100708","2029",,"20M","SSB","59","","Y","E",,"JN45TM",,,,,,,,,,,,,,,,,,,,,
"EW8OG","20100708","2102",,"20M","PSK","599","","Y","E","Y","KO42OA",,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73!.",
"ES0IC","20100709","2152",,"20M","PSK","599","","Y","E","Y","KO18js",,,,,,,,,,,,,,,,,,,,,
"IK4IDF","20100710","1733",,"20M","PSK","599","","Y","E","Y","JN54XL",,,,,,,,,,,,,,,,,,,,,
"DE5SVE","20100713","2018",,"20m","PSK","599","","Y","E","Y","JO61FR",,,,,,,,,,,,,,,,,,,"Dear OP, i heard your QSO with Z36N...vy 73 de Rene?",,
"VP8LP","20100719","1709",,"10M","SSB","55","","Y","E","Y","GD18bh",,,,,,,,,,,,,,,,,,,,,
"SV3IEG","20100721","1738",,"20M","SSB","","","Y","E","Y","KM08VG",,,,,,,,,,,,,,,,,,,,,
"OH1K","20100728","1747",,"20M","SSB","59","","Y","E","Y","KP30ji",,,,,,,,,,,,,,,,,,,"Got you in the log as PA1REK..corrected now.. qsl ok via Dir/Bureau now.. 73?<",,
"OK1AW","20100728","2103",,"80M","PSK","599","","Y","E","Y","JO60IH",,,,,,,,,,,,,,,,,,,,,
"LY600V","20100728","2118",,"20M","SSB","59","","Y","E","Y","KO14XV",,,"DX",,,,,,,,,,,,,,,,,,
"2E0BPY","20100728","2121",,"80M","PSK","599","","Y","E",,"JO01JK",,,,,,,,,,,,,,,,,,,,"many thanks for QSO 73 de 2E0BPY",
"OK2HB","20100730","1504",,"20M","PSK","599","","Y","E","Y","JN99ao",,,,,,,,,,,,,,,,,,,,,
"OK2HB","20100730","1505",,"20M","PSK","599","","Y","E","Y","JN99ao",,,,,,,,,,,,,,,,,,,,,
"S56EPX","20100731","0725",,"17M","PSK","599","","Y","E","Y","JN76KN",,,,,,,,,,,,,,,,,,,,"TNX PSE LOTW CFM 73 FRANJO",
"9A/PH2A","20100731","0920",,"20M","SSB","59","","Y","E","Y","JN73ts",,,,,,,,,,,,,,,,,,,,,
"EW1IP","20100731","0925",,"17M","SSB","59","","Y","E","Y","KO33tv",,,,,,,,,,,,,,,,,,,,,
"UA6AMR","20100731","1135",,"20M","RTTY","599","","Y","E","Y","KN96tn",,,,,,,,,,,,,,,,,,,,,
"SV8GXC-DMS","20100731","1517",,"20M","PSK","599","","Y","E","Y","KM17uw",,,,,,,,,,,,,,,,,,,,"U CLD CQ - EUA GR43 CHIOS [KM38BJ][EU-049]",
"RN4CD","20100731","1517",,"20M","PSK","599","","Y","E","Y","LO12RD",,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73!.",
"IZ2SVW","20100731","1518",,"20M","PSK","599","","Y","E","Y","JN45ON",,,,,,,,,,,,,,,,,,,,"Thank you for the QSO! 73. Silvio",
"GM4XAW","20100731","1708",,"20M","RTTY","599","","Y","E","Y","IO74SW",,,,,,,,,,,,,,,,,,,,,
"YU7NW","20100801","1829",,"30M","PSK","599","","Y","E","Y","KN05ei",,,,,,,,,,,,,,,,,,,,,
"HA7PF","20100801","1959",,"17M","PSK","599","","Y","E","Y","JN97TG",,,,,,,,,,,,,,,,,,,,,
"YO8FZ","20100802","1059",,"20M","PSK","599","","Y","E","Y","KN37DP",,,,,,,,,,,,,,,,,,,,,
"HA5KN/P","20100802","1549",,"30M","PSK","599","","Y","E","Y","JN97ui",,,,,,,,,,,,,,,,,,,,,
"DL6XAZ","20100802","1652",,"30M","CONTESTI","599","","Y","E","Y","JO53ar",,,,,,,,,,,,,,,,,,,,,
"S56EPX","20100803","0934",,"10M","PSK","599","","Y","E","Y","JN76KN",,,,,,,,,,,,,,,,,,,," I CFM LX/PA1REG/P  ALSO TU 73 DE S56EPX, FRANJO",
"W4JSI","20100803","2042",,"20M","PSK","599","","Y","E","Y","EM64ks",,,,,,,,,,,,,,,,,,,,,
"OK1WCF","20100805","0942",,"30M","PSK","599","","Y","E","Y","JO80bk",,,,,,,,,,,,,,,,,,,,,
"PA9CC","20100809","0808",,"30M","PSK","599","","Y","E","Y","JO32BH",,,,,,,,,,,,,,,,,,,,,
"UT5EOU","20100810","1756",,"20M","RTTY","599","","Y","E",,"KN78mn",,,,,,,,,,,,,,,,,,,,,
"RA6LR","20100811","1537",,"20M","PSK","599","","Y","E","Y",,,,,,,,,,,,,,,,,,,,,,
"PE0TS","20100812","1951",,"15M","PSK","599","","Y","E","Y","JO32KH",,,,,,,,,,,,,,,,,,,,"Please Paper QSL Card Dutch bureau  Thanks good DX 73",
"YU7AU","20100813","0757",,"20M","PSK","599","","Y","E","Y","KN04HU",,,,,,,,,,,,,,,,,,,,,
"IK5JRM","20100816","1834",,"30M","PSK","599","","Y","E","Y","JN53PL",,,,,,,,,,,,,,,,,,,,,
"SP0054SZ","20100816","1838",,"30m","PSK","599","","Y","E","Y","JO73jn",,,,,,,,,,,,,,,,,,,,"PA1REG/P wkd IK5JRM best 73 & 88 yl.Barbara.",
"ES3BR","20100816","1841",,"15M","PSK","599","","Y","E","Y","ko28js",,,,,,,,,,,,,,,,,,,,,
"AM7LV","20100831","1614",,"20M","SSB","59","","Y","E","Y","IM86qu",,,"ACT- LA VUELTA EDICION 75",,,,,,,,,,,,,,,,,"La Vuelta QSL & Award - http://fediea.org/lavuelta/",
"MS0SCG","20100923","2041",,"80M","SSB","59","","Y","E","Y","nm41",,,,,,,,,,,,,,,,,,,,,
"M0SCG","20100923","2041",,"80M","SSB","59","","Y","E","Y","io84nb",,,,,,,,,,,,,,,,,,,,,
"UT7MZ","20100929","1155",,"15M","PSK","599","","Y","E","Y","KN98UB",,,,,,,,,,,,,,,,,,,,,
"A41OO","20101103","1342",,"20M","SSB","59","","Y","E","Y","LL93if",,,,,,,,,,,,,,,,,,,,,
"A61SA","20101103","1345",,"20M","SSB","59","","Y","E",,"LL75rj",,,,,,,,,,,,,,,,,,,,,
"DH1AKG","20101109","1637",,"80M","PSK","599","","Y","E","Y","JO60CO",,,,,,,,,,,,,,,,,,,,,
"RK3ZB","20101109","1837",,"40M","PSK","599","","Y","E","Y","KO70wu",,,,,,,,,,,,,,,,,,,,,
"DL4HTK","20101110","2130",,"80M","PSK","599","","Y","E",,"JO51UT",,,,,,,,,,,,,,,,,,,,,
"9A5ZM","20101112","1858",,"40M","PSK","599","","Y","E","Y","JN86JE",,,,,,,,,,,,,,,,,,,,"73 GRGA",
"PI4F","20101114","0903",,"80M","SSB","59","","Y","E","Y","jo22da",,,,,,,,,,,,,,,,,,,,,
"PA4SDV","20101114","0903",,"80M","SSB","59","","Y","E","Y","jo22ji",,,,,,,,,,,,,,,,,,,,"bedankt voor het QSO",
"PA1NL","20101114","0909",,"80M","SSB","59","","Y","E","Y","JO32fr",,,,,,,,,,,,,,,,,,,,,
"PG4DX","20101114","0915",,"80M","SSB","59","","Y","E",,"jo21bt",,,,,,,,,,,,,,,,,,,,,
"PH2A","20101114","0923",,"80M","SSB","59","","Y","E","Y","JO21FM",,,,,,,,,,,,,,,,,,,,,
"PG1R","20101114","0926",,"80M","SSB","59/R43","","Y","E","Y","JO22RA",,,,,,,,,,,,,,,,,,,,"Bedankt voor QSO, LoTW & eQSL. 73, Ruud.",
"PE1RLF","20101114","0928",,"80M","SSB","59","","Y","E",,"JO32CG",,,,,,,,,,,,,,,,,,,,"PA beker contest SSB",
"PA3FKN","20101114","0933",,"80M","SSB","59","","Y","E",,"JO22IF",,,"PABEKER-SSB",,,,,,,,,,,,,,,,,,
"PA2WO","20101114","0938",,"80M","SSB","59","","Y","E","Y","JO21UF",,,,,,,,,,,,,,,,,,,,,
"PA3JD","20101114","0943",,"80M","SSB","59","","Y","E","Y","JO32FO",,,,,,,,,,,,,,,,,,,,"Bedankt voor het QSO en QSL. 73 de Joop",
"RV3LE","20101115","1817",,"80M","PSK","599","","Y","E","Y","KO75MN",,,,,,,,,,,,,,,,,,,,,
"RA2FAO","20101116","1655",,"40M","PSK","599","","Y","E","Y","KO04BP",,,,,,,,,,,,,,,,,,,,,
"SP5GRU","20101116","1700",,"40M","PSK","599","","Y","E","Y","KO03ka",,,,,,,,,,,,,,,,,,,,"Tnx fer QSO, vy 73! info QRZ.COM",
"SP5GRU","20101116","1703",,"40M","PSK","599","","Y","E","Y","KO03ka",,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73!.",
"PI65SRA","20101117","1344",,"20M","SSB","55","","Y","E",,,,,,,,,,,,,,,,,,,,,,,
"PY2CX","20101117","1355",,"15M","PSK","599","","Y","E","Y","gg66qm",,,,,,,,,,,,,,,,,,,,"tnx fer qso and eqsl 73 qsl via buro and lotw also mauricio",
"PY2CX","20101117","1357",,"15M","PSK","599","","Y","E","Y","gg66qm",,,,,,,,,,,,,,,,,,,,,
"F5PEZ","20101117","2131",,"80M","PSK","599","","Y","E","Y","JO10EP",,,,,,,,,,,,,,,,,,,,"Tnx for the QSO best 73 Andre",
"DL7GN","20101118","1704",,"80M","PSK","599","","Y","E","Y","JO43VN",,,,,,,,,,,,,,,,,,,,,
"OY6FRA","20101118","2119",,"40M","SSB","59","","Y","E","Y","IP62OA",,,,,,,,,,,,,,,,,,,,,
"UR4PWC","20101119","1536",,"40M","PSK","599","","Y","E","Y","KO20BR",,,,,,,,,,,,,,,,,,,,,
"PE4BAS","20101121","1013",,"80M","SSB","59 19 RO","","Y","E","Y","JO33JK",,,,,,,,,,,,,,,,,,,,"Tnx QSO. 73, Bas",
"PA6ARC","20101121","1027",,"2M","FM","59","","Y","E",,"JO22ir",,,,,,,,,,,,,,,,,,,,,
"PI9SRS","20101121","1029",,"2M","FM","59","","Y","E","Y","JO21ET",,,,,,,,,,,,,,,,,,,,,
"PA8KM","20101121","1035",,"2M","FM","59","","Y","E","Y","JO32BS",,,,,,,,,,,,,,,,,,,,,
"PI4ADH","20101121","1040",,"2M","FM","59","","Y","E",,"jo22jw",,,,,,,,,,,,,,,,,,,,,
"PI4CG","20101121","1213",,"2M","FM","59","","Y","E","Y","jo21gt",,,"DX",,,,,,,,,,,,,,,,,,
"PA2REH","20101121","1226",,"80M","SSB","59","","Y","E","Y","JO22fe",,,,,,,,,,,,,,,,,,,,"Tnx fr fb qso, 73 de Eric - pa2reh",
"PE5JW","20101121","1234",,"80M","SSB","59","","Y","E",,"JO32BL",,,,,,,,,,,,,,,,,,,,,
"PA6ARC","20101121","1238",,"80M","SSB","59","","Y","E",,"JO22ir",,,,,,,,,,,,,,,,,,,,,
"PI4HAL","20101121","1339",,"80M","SSB","59","","Y","E","Y","JO21fv",,,,,,,,,,,,,,,,,,,,,
"PI4DHG","20101121","1352",,"80M","SSB","59","","Y","E","Y","JO21da",,,,,,,,,,,,,,,,,,,,,
"M0EDY","20101122","1608",,"40M","PSK","599","","Y","E","Y","io80hp",,,,,,,,,,,,,,,,,,,,,
"PY2DN","20101123","1618",,"15M","PSK","599","","Y","E","Y","GG66SJ",,,,,,,,,,,,,,,,,,,,,
"PY2DN","20101123","1619",,"15M","PSK","599","","Y","E","Y","GG66SJ",,,,,,,,,,,,,,,,,,,,"tnx qso ",
"HB9HLM","20101123","2043",,"80M","SSB","59","","Y","E","Y","JN36KW",,,,,,,,,,,,,,,,,,,,,
"OH6XB","20101123","2115",,"80M","PSK","599","","Y","E","Y","KP22VG",,,,,,,,,,,,,,,,,,,,,
"ES6JAN","20101123","2141",,"80M","PSK","599","","Y","E","Y","KO37MU",,,,,,,,,,,,,,,,,,,,,
"DE1MKH","20101123","2142",,"80m","PSK","599","","Y","E","Y","jo51ct",,,,,,,,,,,,,,,,,,,"WKD: ES6JAN  - TWO WAY QSO ? more  info: www.qrz.com , pse eQSL  for Award,  paper QSL  via DARC Buerau,   73 mic",,
"S58X","20101123","2145",,"80M","PSK","599","","Y","E","Y","JN76tn",,,,,,,,,,,,,,,,,,,,,
"YL2BK","20101123","2149",,"80M","PSK","599","","Y","E","Y","KO26CW",,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73!.",
"YL2BK","20101123","2149",,"80M","PSK","599","","Y","E","Y","KO26CW",,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73!.",
"DD9ZZ","20101124","0927",,"40M","PSK","599","","Y","E","Y","JO40AI",,,,,,,,,,,,,,,,,,,,"TNX FOR NICE QSO IN PSK31 ON 40 MTR; 73'S",
"DD9ZZ","20101124","0929",,"40M","PSK","599","","Y","E","Y","JO40AI",,,,,,,,,,,,,,,,,,,,,
"US7KC","20101124","1757",,"80M","PSK","599","","Y","E","Y","ko21wi",,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73!.",
"EA4DUA","20101126","1951",,"40M","PSK","599","","Y","E",,"IM79OX",,,,,,,,,,,,,,,,,,,,,
"SE6Y","20101130","1723",,"80M","PSK","599","","Y","E","Y","JO57XT",,,,,,,,,,,,,,,,,,,,,
"US-N-55","20101201","1258",,"20M","PSK","579","","Y","E","Y","KN49jq",,,,,,,,,,,,,,,,,,,,"You WKD with  OH6MM  . PSE QSL TU 73!.",
"ON3GTS","20101201","1959",,"80M","PSK","599","","Y","E","Y","JO21sa",,,,,,,,,,,,,,,,,,,,,
